Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
02022005;23;17;1097;-200;78;892;287;719;167;979;1423;49;459;03999
03022005;00;17;1032;-200;56;791;242;793;156;915;1278;45;479;04079
03022005;01;15;1046;-200;60;812;242;782;153;940;1265;39;516;04226
03022005;02;11;975;-200;39;707;192;860;128;902;1107;34;547;04323
03022005;03;09;932;-200;28;642;-200;950;-200;871;1014;33;561;04379
03022005;04;-2000;926;-200;26;623;134;954;96;873;1011;20;608;04337
03022005;05;03;932;-200;29;645;142;916;105;882;1006;12;637;04327
03022005;06;04;937;-200;28;640;194;923;130;870;1010;21;603;04368
03022005;07;06;996;-200;42;724;216;861;134;938;1067;13;631;04322
03022005;08;30;1382;-200;167;1202;728;534;275;1352;1630;13;648;04410
03022005;09;56;1544;-200;291;1530;975;416;309;1706;2030;21;622;04491
03022005;10;49;1429;-200;207;1317;947;495;322;1425;1916;51;508;04499
03022005;11;35;1312;-200;155;1164;790;570;333;1230;1761;85;397;04425
03022005;12;22;1205;-200;103;989;551;643;235;1084;1597;115;330;04476
03022005;13;27;1322;-200;138;1110;565;568;241;1208;1776;122;343;04864
03022005;14;27;1301;-200;127;1074;532;574;214;1255;1636;135;350;05396
03022005;15;21;1280;-200;114;1030;459;597;174;1246;1480;149;349;05869
03022005;16;20;1256;-200;102;986;407;612;157;1240;1413;157;345;06111
03022005;17;24;1358;-200;143;1128;434;545;170;1344;1611;147;372;06180
03022005;18;67;1713;-200;324;1605;980;383;212;1870;2186;122;448;06342
03022005;19;64;1655;-200;290;1527;966;393;249;1758;2203;103;524;06578
03022005;20;39;1444;-200;176;1227;646;485;231;1414;1891;93;555;06503
03022005;21;27;1314;-200;126;1069;471;571;216;1271;1662;83;576;06304
03022005;22;30;1368;-200;155;1164;528;524;217;1350;1674;63;651;06237
03022005;23;21;1195;-200;91;943;378;645;203;1149;1462;65;631;06132
04022005;00;12;1083;-200;64;828;235;734;161;1067;1273;60;627;05890
04022005;01;12;1055;-200;51;771;217;781;147;1030;1174;51;654;05797
04022005;02;07;973;-200;33;672;141;887;111;954;1031;47;646;05568
04022005;03;09;1039;-200;53;777;-200;778;-200;1031;1082;29;722;05523
04022005;04;08;949;-200;31;657;158;895;115;948;991;50;635;05575
04022005;05;04;920;-200;22;601;87;974;80;920;925;39;655;05367
04022005;06;07;989;-200;39;703;194;843;122;988;1017;18;745;05271
04022005;07;14;1100;-200;69;854;401;714;186;1075;1187;18;737;05198
04022005;08;40;1411;-200;197;1288;887;492;306;1472;1638;23;709;05182
04022005;09;39;1328;-200;201;1300;654;499;301;1405;1672;44;611;05176
04022005;10;31;1308;-200;163;1189;566;534;274;1325;1656;77;498;05267
04022005;11;32;1280;-200;143;1127;649;558;247;1277;1641;121;369;05212
04022005;12;15;1056;-200;70;857;309;735;169;1028;1117;150;285;04821
04022005;13;12;1019;-200;63;825;229;781;138;994;901;145;283;04665
04022005;14;19;1084;-200;86;923;312;712;149;1085;1046;129;318;04707
04022005;15;15;998;-200;66;841;276;792;165;979;884;121;323;04548
04022005;16;14;987;-200;61;816;236;816;156;959;821;113;335;04476
04022005;17;19;1079;-200;88;932;312;719;184;1018;1056;114;326;04373
04022005;18;22;1096;-200;94;954;345;687;197;1085;1139;91;378;04372
04022005;19;30;1146;-200;118;1043;386;639;204;1169;1248;81;410;04458
04022005;20;26;1125;-200;113;1025;356;653;207;1147;1200;77;419;04409
04022005;21;28;1130;-200;97;968;467;680;208;1102;1220;71;439;04433
04022005;22;16;1017;-200;58;805;287;807;174;958;1032;63;458;04408
04022005;23;13;1017;-200;53;776;239;843;157;946;971;60;461;04351
05022005;00;16;1041;-200;53;778;266;828;166;947;1011;55;490;04471
05022005;01;15;1034;-200;51;769;261;816;167;952;1049;49;520;04548
05022005;02;13;1009;-200;48;751;223;828;154;939;1053;41;547;04536
05022005;03;16;1105;-200;64;828;-200;735;-200;997;1157;21;642;04633
05022005;04;20;1084;-200;70;859;272;703;164;1017;1163;15;662;04571
05022005;05;13;989;-200;44;731;226;815;149;936;1018;10;677;04523
05022005;06;09;1047;-200;56;792;250;757;150;957;1121;08;699;04591
05022005;07;14;1091;-200;73;868;402;705;205;1021;1200;13;672;04598
05022005;08;31;1263;-200;127;1074;708;614;283;1198;1403;20;636;04564
05022005;09;41;1165;-200;113;1024;759;646;310;1134;1365;41;527;04345
05022005;10;13;966;-200;49;760;302;877;200;890;940;75;392;04091
05022005;11;09;927;-200;38;702;210;932;147;847;750;90;345;03980
05022005;12;10;909;-200;34;678;180;960;128;838;652;92;345;04025
05022005;13;10;941;-200;42;723;165;922;121;880;643;93;338;03981
05022005;14;11;903;-200;37;696;180;932;129;850;629;93;331;03874
05022005;15;08;891;-200;33;668;147;991;110;819;549;97;308;03716
05022005;16;10;904;-200;34;674;177;968;126;824;578;96;311;03718
05022005;17;09;900;-200;31;659;157;990;121;807;582;86;328;03669
05022005;18;09;926;-200;43;725;195;933;142;847;694;72;350;03567
05022005;19;16;999;-200;62;821;263;846;174;915;926;64;368;03566
05022005;20;14;994;-200;52;774;239;854;168;917;915;60;402;03773
05022005;21;14;1010;-200;58;801;267;826;180;944;986;55;426;03874
05022005;22;11;938;-200;35;685;214;934;157;870;840;49;437;03809
05022005;23;12;983;-200;49;760;236;869;162;898;939;42;432;03605
06022005;00;18;963;-200;47;749;251;900;173;834;869;40;392;03228
06022005;01;14;962;-200;49;756;255;902;176;843;908;37;401;03230
06022005;02;14;980;-200;50;761;235;854;172;876;1051;31;471;03638
06022005;03;09;914;-200;29;644;-200;972;-200;832;922;26;488;03658
06022005;04;-2000;898;-200;26;624;129;987;108;825;871;08;538;03542
06022005;05;08;854;-200;18;572;95;1070;88;788;793;12;519;03515
06022005;06;07;838;-200;13;531;95;1146;85;774;753;10;522;03489
06022005;07;07;831;-200;15;543;100;1132;88;787;737;06;533;03467
06022005;08;06;833;-200;13;526;110;1169;94;771;722;08;528;03468
06022005;09;08;870;-200;20;582;149;1091;115;791;737;03;537;03424
06022005;10;13;984;-200;43;727;197;891;137;908;913;41;429;03551
06022005;11;20;1065;-200;67;844;351;780;212;979;1117;80;333;03591
06022005;12;17;968;-200;46;743;249;886;173;840;774;107;252;03242
06022005;13;12;911;-200;35;683;188;981;135;790;558;111;235;03105
06022005;14;10;868;-200;21;590;127;1081;100;753;420;106;260;03320
06022005;15;08;868;-200;19;576;96;1128;78;755;363;103;277;03481
06022005;16;10;904;-200;27;633;138;1040;100;789;410;102;283;03516
06022005;17;14;944;-200;37;693;217;928;150;832;568;92;299;03479
06022005;18;11;925;-200;29;649;186;1003;142;819;570;69;364;03635
06022005;19;16;985;-200;45;736;227;891;165;875;774;60;380;03584
06022005;20;18;1002;-200;53;780;252;855;179;892;857;58;364;03385
06022005;21;14;938;-200;37;692;193;937;149;805;737;58;354;03286
06022005;22;11;896;-200;26;627;158;1033;126;782;610;54;366;03304
06022005;23;10;907;-200;24;614;150;1052;120;782;627;51;379;03358
07022005;00;11;902;-200;24;613;130;1049;110;777;566;48;380;03300
07022005;01;10;885;-200;20;582;104;1072;92;760;517;45;381;03249
07022005;02;08;863;-200;15;545;86;1119;78;749;484;43;381;03207
07022005;03;06;861;-200;12;518;-200;1141;-200;738;482;39;399;03250
07022005;04;06;852;-200;08;482;67;1187;65;726;496;38;410;03327
07022005;05;06;879;-200;10;495;75;1147;73;753;623;33;446;03499
07022005;06;06;900;-200;13;525;97;1090;85;780;696;36;445;03574
07022005;07;08;963;-200;24;615;177;980;133;837;916;34;470;03713
07022005;08;23;1183;-200;87;929;433;675;246;1037;1309;29;495;03775
07022005;09;28;1161;-200;105;996;471;639;281;1067;1396;56;405;03704
07022005;10;21;1102;-200;79;896;346;720;222;969;1226;75;338;03520
07022005;11;17;1029;-200;65;835;262;771;182;897;1002;108;252;03251
07022005;12;14;973;-200;57;797;221;845;154;845;769;129;206;03045
07022005;13;16;981;-200;62;820;265;807;168;876;784;122;214;03033
07022005;14;14;960;-200;54;784;219;842;149;868;643;120;219;03069
07022005;15;13;973;-200;49;761;235;862;156;865;682;122;240;03392
07022005;16;14;968;-200;50;765;227;843;156;863;692;120;243;03393
07022005;17;17;1022;-200;69;854;285;771;187;941;926;105;278;03525
07022005;18;19;1067;-200;75;879;291;740;194;989;996;87;339;03832
07022005;19;23;1101;-200;82;908;295;707;204;1025;1095;78;376;04004
07022005;20;20;1081;-200;77;885;243;720;174;1017;1058;72;394;04032
07022005;21;16;988;-200;45;738;209;843;154;906;893;71;396;04019
07022005;22;10;932;-200;27;630;147;980;117;842;681;71;396;04001
07022005;23;09;923;-200;23;602;117;1028;98;831;599;72;393;04004
08022005;00;09;915;-200;21;589;105;1045;90;813;550;69;396;03966
08022005;01;09;879;-200;14;534;84;1129;74;785;470;70;398;04006
08022005;02;05;852;-200;08;479;51;1275;49;761;375;71;405;04090
08022005;03;04;844;-200;06;453;-200;1378;-200;748;337;69;409;04091
08022005;04;05;878;-200;10;496;54;1182;54;782;451;60;429;04040
08022005;05;06;910;-200;13;524;74;1102;69;802;600;64;427;04126
08022005;06;06;918;-200;16;551;114;1062;92;817;712;61;436;04129
08022005;07;10;991;-200;30;653;228;944;146;885;931;59;451;04211
08022005;08;21;1223;-200;100;979;455;658;224;1120;1332;60;464;04367
08022005;09;29;1277;-200;151;1153;493;543;253;1268;1520;66;437;04273
08022005;10;22;1114;-200;86;922;410;689;225;1022;1223;87;363;04074
08022005;11;16;1088;-200;69;853;277;729;180;996;1122;105;334;04246
08022005;12;18;1064;-200;76;881;340;727;194;979;1099;114;278;03748
08022005;13;15;1047;-200;69;854;238;753;158;959;904;127;274;04011
08022005;14;22;1075;-200;85;920;323;726;184;992;1022;133;233;03540
08022005;15;16;973;-200;53;777;286;858;165;844;719;139;207;03271
08022005;16;15;942;-200;44;733;271;912;156;800;609;136;200;03093
08022005;17;18;-200;-200;-2000;-200;276;-200;172;-200;-200;-200;-200;-200
08022005;18;18;-200;-200;-2000;-200;295;-200;194;-200;-200;-200;-200;-200
08022005;19;23;-200;-200;-2000;-200;340;-200;208;-200;-200;-200;-200;-200
08022005;20;19;-200;-200;-2000;-200;275;-200;187;-200;-200;-200;-200;-200
08022005;21;19;-200;-200;-2000;-200;293;-200;187;-200;-200;-200;-200;-200
08022005;22;11;-200;-200;-2000;-200;157;-200;127;-200;-200;-200;-200;-200
08022005;23;09;-200;-200;-2000;-200;133;-200;107;-200;-200;-200;-200;-200
09022005;00;08;-200;-200;-2000;-200;120;-200;99;-200;-200;-200;-200;-200
09022005;01;09;-200;-200;-2000;-200;122;-200;100;-200;-200;-200;-200;-200
09022005;02;07;-200;-200;-2000;-200;80;-200;73;-200;-200;-200;-200;-200
09022005;03;08;-200;-200;-2000;-200;-200;-200;-200;-200;-200;-200;-200;-200
09022005;04;-2000;-200;-200;-2000;-200;88;-200;83;-200;-200;-200;-200;-200
09022005;05;07;-200;-200;-2000;-200;109;-200;92;-200;-200;-200;-200;-200
09022005;06;06;-200;-200;-2000;-200;120;-200;100;-200;-200;-200;-200;-200
09022005;07;10;-200;-200;-2000;-200;233;-200;149;-200;-200;-200;-200;-200
09022005;08;17;-200;-200;-2000;-200;394;-200;231;-200;-200;-200;-200;-200
09022005;09;27;-200;-200;-2000;-200;424;-200;245;-200;-200;-200;-200;-200
09022005;10;33;-200;-200;-2000;-200;446;-200;203;-200;-200;-200;-200;-200
09022005;11;21;-200;-200;-2000;-200;266;-200;165;-200;-200;-200;-200;-200
09022005;12;20;-200;-200;-2000;-200;261;-200;168;-200;-200;-200;-200;-200
09022005;13;20;-200;-200;-2000;-200;220;-200;151;-200;-200;-200;-200;-200
09022005;14;23;-200;-200;-2000;-200;241;-200;152;-200;-200;-200;-200;-200
09022005;15;20;-200;-200;-2000;-200;208;-200;144;-200;-200;-200;-200;-200
09022005;16;21;-200;-200;-2000;-200;215;-200;148;-200;-200;-200;-200;-200
09022005;17;23;-200;-200;-2000;-200;257;-200;176;-200;-200;-200;-200;-200
09022005;18;31;-200;-200;-2000;-200;355;-200;209;-200;-200;-200;-200;-200
09022005;19;39;-200;-200;-2000;-200;415;-200;240;-200;-200;-200;-200;-200
09022005;20;38;-200;-200;-2000;-200;349;-200;223;-200;-200;-200;-200;-200
09022005;21;29;-200;-200;-2000;-200;254;-200;187;-200;-200;-200;-200;-200
09022005;22;22;-200;-200;-2000;-200;228;-200;157;-200;-200;-200;-200;-200
09022005;23;19;-200;-200;-2000;-200;156;-200;123;-200;-200;-200;-200;-200
10022005;00;20;-200;-200;-2000;-200;161;-200;126;-200;-200;-200;-200;-200
10022005;01;18;-200;-200;-2000;-200;123;-200;106;-200;-200;-200;-200;-200
10022005;02;16;-200;-200;-2000;-200;108;-200;95;-200;-200;-200;-200;-200
10022005;03;15;-200;-200;-2000;-200;-200;-200;-200;-200;-200;-200;-200;-200
10022005;04;14;-200;-200;-2000;-200;95;-200;87;-200;-200;-200;-200;-200
10022005;05;15;-200;-200;-2000;-200;102;-200;88;-200;-200;-200;-200;-200
10022005;06;17;-200;-200;-2000;-200;178;-200;134;-200;-200;-200;-200;-200
10022005;07;19;-200;-200;-2000;-200;214;-200;156;-200;-200;-200;-200;-200
10022005;08;33;-200;-200;-2000;-200;492;-200;247;-200;-200;-200;-200;-200
10022005;09;38;-200;-200;-2000;-200;540;-200;289;-200;-200;-200;-200;-200
10022005;10;43;-200;-200;-2000;-200;604;-200;250;-200;-200;-200;-200;-200
10022005;11;37;-200;-200;-2000;-200;646;-200;232;-200;-200;-200;-200;-200
10022005;12;27;-200;-200;-2000;-200;418;-200;185;-200;-200;-200;-200;-200
10022005;13;22;-200;-200;-2000;-200;250;-200;147;-200;-200;-200;-200;-200
10022005;14;24;-200;-200;-2000;-200;226;-200;128;-200;-200;-200;-200;-200
10022005;15;22;-200;-200;-2000;-200;271;-200;131;-200;-200;-200;-200;-200
10022005;16;23;-200;-200;-2000;-200;288;-200;135;-200;-200;-200;-200;-200
10022005;17;26;-200;-200;-2000;-200;299;-200;149;-200;-200;-200;-200;-200
10022005;18;42;-200;-200;-2000;-200;534;-200;209;-200;-200;-200;-200;-200
10022005;19;62;-200;-200;-2000;-200;687;-200;243;-200;-200;-200;-200;-200
10022005;20;84;-200;-200;-2000;-200;1028;-200;276;-200;-200;-200;-200;-200
10022005;21;45;-200;-200;-2000;-200;605;-200;225;-200;-200;-200;-200;-200
10022005;22;27;-200;-200;-2000;-200;345;-200;194;-200;-200;-200;-200;-200
10022005;23;24;-200;-200;-2000;-200;255;-200;164;-200;-200;-200;-200;-200
11022005;00;23;-200;-200;-2000;-200;211;-200;148;-200;-200;-200;-200;-200
11022005;01;22;-200;-200;-2000;-200;190;-200;136;-200;-200;-200;-200;-200
11022005;02;20;-200;-200;-2000;-200;149;-200;116;-200;-200;-200;-200;-200
11022005;03;16;-200;-200;-2000;-200;-200;-200;-200;-200;-200;-200;-200;-200
11022005;04;16;-200;-200;-2000;-200;107;-200;91;-200;-200;-200;-200;-200
11022005;05;15;-200;-200;-2000;-200;98;-200;87;-200;-200;-200;-200;-200
11022005;06;17;-200;-200;-2000;-200;183;-200;123;-200;-200;-200;-200;-200
11022005;07;18;-200;-200;-2000;-200;224;-200;152;-200;-200;-200;-200;-200
11022005;08;38;-200;-200;-2000;-200;589;-200;267;-200;-200;-200;-200;-200
11022005;09;59;-200;-200;-2000;-200;700;-200;296;-200;-200;-200;-200;-200
11022005;10;54;-200;-200;-2000;-200;747;-200;291;-200;-200;-200;-200;-200
11022005;11;47;-200;-200;-2000;-200;746;-200;276;-200;-200;-200;-200;-200
11022005;12;43;-200;-200;-2000;-200;702;-200;250;-200;-200;-200;-200;-200
11022005;13;54;-200;-200;-2000;-200;723;-200;251;-200;-200;-200;-200;-200
11022005;14;58;-200;-200;-2000;-200;872;-200;275;-200;-200;-200;-200;-200
11022005;15;61;-200;-200;-2000;-200;1054;-200;312;-200;-200;-200;-200;-200
11022005;16;71;-200;-200;-2000;-200;1218;-200;340;-200;-200;-200;-200;-200
11022005;17;66;-200;-200;-2000;-200;1227;-200;326;-200;-200;-200;-200;-200
11022005;18;65;-200;-200;-2000;-200;1061;-200;284;-200;-200;-200;-200;-200
11022005;19;71;-200;-200;-2000;-200;1075;-200;289;-200;-200;-200;-200;-200
11022005;20;49;-200;-200;-2000;-200;641;-200;215;-200;-200;-200;-200;-200
11022005;21;40;1521;-200;168;1203;490;476;207;1400;2141;85;509;05664
11022005;22;40;1428;-200;130;1085;550;526;213;1268;2023;83;533;05843
11022005;23;36;1463;-200;126;1069;422;530;192;1279;1967;71;581;05885
12022005;00;42;1494;-200;142;1124;541;504;211;1313;1931;58;643;05964
12022005;01;43;1462;-200;129;1080;599;522;229;1274;1889;53;668;05979
12022005;02;36;1326;-200;97;967;490;578;216;1174;1699;50;666;05871
12022005;03;25;1185;-200;59;807;-200;685;-200;1051;1467;50;663;05811
12022005;04;-2000;1154;-200;55;788;223;709;146;1065;1390;51;659;05827
12022005;05;14;1175;-200;66;839;214;670;136;1087;1371;41;690;05735
12022005;06;14;1203;-200;73;870;274;641;156;1103;1427;46;676;05778
12022005;07;16;1250;-200;88;933;338;620;176;1144;1489;52;655;05836
12022005;08;23;1321;-200;119;1046;496;562;224;1263;1610;60;628;05929
12022005;09;24;1323;-200;120;1049;433;550;207;1290;1619;71;593;06005
12022005;10;27;1381;-200;119;1045;496;541;221;1307;1706;78;580;06136
12022005;11;34;1480;-200;162;1186;615;498;229;1382;1882;90;547;06271
12022005;12;31;1485;-200;176;1229;551;477;208;1450;1911;100;531;06495
12022005;13;36;1522;-200;176;1229;575;470;207;1488;1943;108;520;06738
12022005;14;38;1570;-200;175;1224;575;468;216;1448;2020;110;514;06746
12022005;15;33;1507;-200;157;1170;574;488;224;1392;1999;110;514;06725
12022005;16;34;1540;-200;167;1202;582;475;225;1440;2008;109;520;06796
12022005;17;37;1556;-200;171;1214;658;472;227;1435;2026;111;520;06869
12022005;18;46;1707;-200;230;1378;851;416;248;1637;2225;110;536;07033
12022005;19;50;1766;-200;246;1419;903;404;251;1659;2317;110;551;07221
12022005;20;57;1846;-200;268;1474;952;389;265;1712;2426;114;554;07471
12022005;21;52;1795;-200;232;1382;894;410;262;1609;2355;111;569;07506
12022005;22;50;1755;-200;220;1352;839;417;241;1587;2375;102;600;07461
12022005;23;45;1738;-200;204;1309;743;424;231;1543;2494;101;599;07379
13022005;00;41;1712;-200;180;1239;671;443;229;1488;2411;99;632;07706
13022005;01;41;1751;-200;185;1255;689;435;221;1541;2226;94;734;08662
13022005;02;31;1574;-200;133;1093;478;497;180;1451;1808;94;777;09203
13022005;03;27;1458;-200;113;1024;-200;530;-200;1413;1571;96;787;09429
13022005;04;28;1515;-200;125;1066;345;508;140;1430;1548;89;813;09277
13022005;05;29;1491;-200;115;1031;373;515;153;1387;1541;85;829;09243
13022005;06;26;1453;-200;109;1012;324;534;150;1348;1441;83;840;09234
13022005;07;26;1443;-200;107;1003;341;542;145;1356;1396;81;850;09221
13022005;08;28;1473;-200;119;1047;424;522;149;1420;1411;87;837;09423
13022005;09;33;1548;-200;134;1097;522;491;155;1477;1497;95;824;09760
13022005;10;32;1586;-200;130;1084;492;495;158;1473;1619;110;782;10220
13022005;11;33;1488;-200;112;1023;492;533;188;1456;1590;141;679;10859
13022005;12;15;1220;-200;55;787;204;675;154;1310;1163;163;566;10422
13022005;13;12;1198;-200;49;758;142;698;107;1277;1001;187;480;10259
13022005;14;11;1168;-200;65;836;118;666;92;1278;822;195;393;08820
13022005;15;17;1149;-200;84;917;126;616;106;1293;773;199;341;07820
13022005;16;10;1052;-200;44;734;115;799;90;1109;588;194;324;07239
13022005;17;10;1053;-200;43;727;137;789;100;1081;610;171;358;06944
13022005;18;26;1238;-200;116;1037;212;583;132;1388;1000;155;407;07103
13022005;19;25;1188;-200;90;939;354;658;211;1234;1048;148;428;07182
13022005;20;21;1150;-200;78;891;331;684;179;1198;1002;139;438;06937
13022005;21;10;984;-200;37;694;141;881;116;1032;711;137;429;06687
13022005;22;13;1111;-200;53;777;228;760;143;1137;1024;125;478;06877
13022005;23;15;1131;-200;56;793;228;728;142;1173;1054;118;534;07366
14022005;00;14;1115;-200;53;778;203;749;135;1158;994;109;559;07312
14022005;01;16;1133;-200;60;811;215;708;136;1182;1031;101;589;07301
14022005;02;11;1024;-200;40;709;142;798;109;1120;884;98;612;07413
14022005;03;07;968;-200;28;639;-200;891;-200;1080;794;84;671;07411
14022005;04;05;923;-200;18;567;66;994;62;1024;688;83;672;07382
14022005;05;04;902;-200;15;548;54;1063;49;1024;617;77;689;07280
14022005;06;07;995;-200;29;646;121;895;81;1053;818;69;700;06997
14022005;07;07;858;-200;22;597;141;1054;104;857;690;90;373;04297
14022005;08;23;1233;-200;114;1030;388;619;176;1257;1291;94;449;05296
14022005;09;25;1140;-200;95;958;366;627;193;1175;1200;103;454;05666
14022005;10;17;1096;-200;116;1036;254;635;168;1043;1127;115;396;05372
14022005;11;25;1295;-200;339;1639;164;477;123;1013;1582;117;369;05060
14022005;12;21;926;-200;76;882;142;744;111;913;700;118;362;04999
14022005;13;11;970;-200;70;857;162;748;120;990;693;120;387;05402
14022005;14;13;960;-200;69;853;177;782;123;967;709;137;303;04724
14022005;15;11;941;-200;58;800;157;823;115;917;671;126;306;04443
14022005;16;11;921;-200;52;771;162;850;120;885;632;130;274;04085
14022005;17;14;940;-200;64;829;209;823;140;901;716;136;227;03529
14022005;18;23;1036;-200;119;1046;304;694;185;1044;1059;118;230;03171
14022005;19;42;1102;-200;174;1221;484;609;212;1136;1329;107;199;02547
14022005;20;35;1035;-200;147;1141;399;670;200;1018;1196;104;180;02269
14022005;21;30;990;-200;100;978;390;751;191;928;1131;97;206;02488
14022005;22;17;950;-200;66;839;287;834;169;878;977;94;248;02923
14022005;23;16;988;-200;66;839;202;803;139;936;963;88;312;03533
15022005;00;10;884;-200;31;658;126;982;102;813;581;87;312;03521
15022005;01;08;840;-200;22;597;87;1081;76;766;432;85;304;03391
15022005;02;06;814;-200;13;526;59;1228;56;740;352;80;329;03530
15022005;03;04;821;-200;11;509;-200;1235;-200;762;348;71;374;03799
15022005;04;-2000;802;-200;05;440;31;1413;30;738;312;69;391;03901
15022005;05;03;805;-200;05;437;28;1491;28;738;296;69;398;03966
15022005;06;04;850;-200;13;529;64;1183;56;780;385;61;408;03868
15022005;07;05;913;-200;25;619;123;1018;94;834;586;60;415;03896
15022005;08;15;1047;-200;67;844;363;784;196;979;987;61;399;03781
15022005;09;21;1055;-200;80;899;416;731;220;1017;1035;65;395;03865
15022005;10;16;974;-200;53;778;286;832;168;905;782;94;327;03855
15022005;11;10;863;-200;33;669;198;993;133;776;511;113;249;03318
15022005;12;12;889;-200;44;734;216;942;134;801;566;128;198;02933
15022005;13;13;906;-200;55;790;211;893;138;837;642;123;193;02740
15022005;14;14;874;-200;48;751;199;918;135;792;591;120;193;02716
15022005;15;10;849;-200;35;680;161;1015;111;741;461;119;192;02677
15022005;16;14;923;-200;49;761;218;909;124;840;609;121;207;02906
15022005;17;15;962;-200;66;841;252;827;158;901;821;115;221;02987
15022005;18;24;1067;-200;123;1059;337;671;181;1085;1163;104;231;02905
15022005;19;28;1125;-200;141;1121;357;630;185;1132;1405;95;252;02996
15022005;20;31;1149;-200;142;1124;410;623;187;1141;1405;89;269;03069
15022005;21;31;1155;-200;116;1034;445;648;196;1061;1429;82;301;03270
15022005;22;20;1065;-200;82;908;314;741;174;953;1284;74;318;03287
15022005;23;21;1145;-200;92;946;366;699;182;1015;1409;66;375;03664
16022005;00;19;1134;-200;83;912;336;707;182;999;1376;63;401;03842
16022005;01;25;1195;-200;107;1004;387;652;193;1078;1421;52;442;03943
16022005;02;20;1141;-200;80;898;320;689;174;1014;1356;44;475;04017
16022005;03;14;1077;-200;59;806;-200;725;-200;949;1296;40;491;04019
16022005;04;11;1052;-200;45;740;237;768;142;913;1202;33;522;04074
16022005;05;08;1033;-200;38;701;224;782;137;883;1206;32;524;04071
16022005;06;09;1080;-200;51;768;237;732;140;924;1305;36;517;04123
16022005;07;16;1208;-200;88;931;454;622;201;1052;1485;35;542;04297
16022005;08;36;1363;-200;161;1183;854;520;288;1273;1643;52;483;04304
16022005;09;33;1239;-200;134;1096;758;577;260;1211;1459;78;376;03994
16022005;10;21;1044;-200;90;940;428;706;206;1014;1152;89;338;03850
16022005;11;13;956;-200;50;761;205;849;98;887;885;91;330;03827
16022005;12;11;955;-200;43;725;205;890;138;880;770;91;345;03994
16022005;13;15;997;-200;63;825;226;790;139;948;852;96;313;03763
16022005;14;15;987;-200;60;810;199;801;137;939;830;85;363;04026
16022005;15;16;1007;-200;57;798;253;793;155;942;867;93;346;04050
16022005;16;15;1025;-200;56;795;259;783;155;967;881;89;379;04318
16022005;17;16;1083;-200;70;856;252;720;148;1010;975;82;418;04563
16022005;18;22;1143;-200;95;960;313;641;153;1110;1136;74;445;04582
16022005;19;34;1288;-200;159;1178;433;539;171;1300;1434;70;434;04366
16022005;20;56;1464;-200;247;1421;611;457;227;1542;1746;66;434;04241
16022005;21;52;1341;-200;168;1204;626;534;251;1294;1592;59;443;04137
16022005;22;28;1177;-200;107;1004;408;640;216;1111;1341;50;466;04099
16022005;23;24;1089;-200;83;913;357;712;200;1016;1208;58;403;03740
17022005;00;27;1196;-200;110;1014;375;643;192;1101;1334;54;438;03945
17022005;01;26;1107;-200;74;874;326;721;187;984;1208;57;421;03883
17022005;02;23;1102;-200;79;897;326;715;173;1024;1196;57;421;03885
17022005;03;10;993;-200;36;688;-200;847;-200;874;931;58;429;03990
17022005;04;06;912;-200;17;559;72;1016;64;837;656;57;466;04298
17022005;05;05;883;-200;10;496;49;1140;46;804;478;69;450;04499
17022005;06;05;893;-200;11;507;59;1111;51;794;489;69;422;04224
17022005;07;10;1033;-200;40;711;220;893;115;935;893;64;438;04230
17022005;08;26;1222;-200;97;966;602;636;238;1134;1322;66;446;04383
17022005;09;27;1190;-200;106;1000;485;624;202;1152;1280;77;421;04440
17022005;10;18;1035;-200;54;783;295;794;167;969;943;101;367;04536
17022005;11;12;990;-200;39;705;217;873;139;913;772;90;414;04775
17022005;12;13;1011;-200;44;732;236;830;147;944;826;87;425;04787
17022005;13;14;1041;-200;50;763;196;790;130;1003;808;83;478;05238
17022005;14;18;1086;-200;68;850;233;723;143;1072;901;89;455;05208
17022005;15;13;1021;-200;48;755;207;807;143;980;763;89;461;05256
17022005;16;14;1014;-200;50;761;198;806;136;972;722;90;449;05173
17022005;17;14;1023;-200;52;771;212;807;143;982;735;93;423;04974
17022005;18;24;1172;-200;100;977;280;657;177;1160;1047;84;452;04977
17022005;19;28;1172;-200;111;1017;315;623;198;1185;1163;76;478;05013
17022005;20;33;1219;-200;129;1081;378;590;200;1246;1244;74;472;04871
17022005;21;25;1106;-200;78;891;320;708;191;1058;1025;74;469;04854
17022005;22;21;1078;-200;63;824;265;759;169;1016;982;69;482;04832
17022005;23;12;939;-200;28;637;129;960;106;883;607;71;479;04867
18022005;00;12;975;-200;33;670;129;943;105;910;616;69;487;04874
18022005;01;13;958;-200;31;660;172;935;130;905;654;68;482;04792
18022005;02;10;921;-200;21;594;100;1025;82;867;479;63;496;04787
18022005;03;08;931;-200;19;580;-200;983;-200;863;487;56;529;04855
18022005;04;-2000;874;-200;07;472;49;1179;45;803;382;64;498;04814
18022005;05;04;872;-200;08;476;36;1249;35;794;350;69;481;04796
18022005;06;05;904;-200;13;530;79;1079;60;846;438;64;502;04850
18022005;07;07;951;-200;18;568;128;1021;90;888;578;64;507;04886
